"model","model_family","n_evaluation","rolling_RMSE","rolling_MAE","RMSE_rank","MAE_rank","target_code","target_name","horizon","rolling_months","window_start","window_end"
"RW","Baseline",12,0.00346657993006287,0.00259838523387305,12,12,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2022-10-01,2023-09-01
"RandomForest","Tree",12,0.00135511042049712,0.00120802138087651,1,6,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2022-11-01,2023-10-01
"Ridge","Regularization",12,0.0013700958516362,0.0011550441913247,2,1,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2022-11-01,2023-10-01
"ElasticNet","Regularization",12,0.00143508300046799,0.00118073415382,3,4,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2022-11-01,2023-10-01
"LASSO","Regularization",12,0.00143560259218616,0.00117965453172932,4,3,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2022-11-01,2023-10-01
"Factor","Factor",12,0.00144379399256513,0.00118372651922832,5,5,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2022-11-01,2023-10-01
"Ensemble_Median","Ensemble",12,0.00145044564515923,0.00122932379217386,6,7,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2022-11-01,2023-10-01
"XGBoost","Boosting",12,0.00151421307110141,0.00117860081857146,7,2,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2022-11-01,2023-10-01
"Ensemble_Mean","Ensemble",12,0.00153615681090067,0.00129331018266134,8,8,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2022-11-01,2023-10-01
"Ensemble_InvRMSE","Ensemble",12,0.00157016496741281,0.0013243021264388,9,9,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2022-11-01,2023-10-01
"AR(4)","Baseline",12,0.00163434922019363,0.00138277108067117,10,11,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2022-11-01,2023-10-01
"BorutaRF","FeatureSelection+Tree",12,0.00164904293273392,0.00137369329126354,11,10,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2022-11-01,2023-10-01
"RW","Baseline",12,0.00353459676596159,0.0027023597881534,12,12,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2022-11-01,2023-10-01
"Ridge","Regularization",12,0.00145545410587082,0.00124744485282849,1,1,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2022-12-01,2023-11-01
"RandomForest","Tree",12,0.00147536902650989,0.00130912590854813,2,6,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2022-12-01,2023-11-01
"ElasticNet","Regularization",12,0.00151248559662535,0.00126616412464132,3,4,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2022-12-01,2023-11-01
"LASSO","Regularization",12,0.00151307479949422,0.00126427953892117,4,3,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2022-12-01,2023-11-01
"Ensemble_Median","Ensemble",12,0.0015355035001412,0.00133092235328681,5,7,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2022-12-01,2023-11-01
"Factor","Factor",12,0.00153606030113796,0.00129086251926411,6,5,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2022-12-01,2023-11-01
"XGBoost","Boosting",12,0.00157345753579161,0.00125146940003503,7,2,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2022-12-01,2023-11-01
"Ensemble_Mean","Ensemble",12,0.0016336801452764,0.00143174988590005,8,9,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2022-12-01,2023-11-01
"Ensemble_InvRMSE","Ensemble",12,0.00166471884335357,0.00145267632954205,9,10,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2022-12-01,2023-11-01
"AR(4)","Baseline",12,0.00171984160539413,0.00152408781332919,10,11,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2022-12-01,2023-11-01
"BorutaRF","FeatureSelection+Tree",12,0.00172478034439472,0.00143005738879268,11,8,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2022-12-01,2023-11-01
"RW","Baseline",12,0.00340847176425277,0.00253367547886289,12,12,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2022-12-01,2023-11-01
"RandomForest","Tree",12,0.00142398624457432,0.00123576456561175,1,3,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-01-01,2023-12-01
"Ridge","Regularization",12,0.00144568271473574,0.00122053515448937,2,1,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-01-01,2023-12-01
"Factor","Factor",12,0.00150140919404358,0.00122737555666925,3,2,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-01-01,2023-12-01
"Ensemble_Median","Ensemble",12,0.00150526868565979,0.0012801352008148,4,8,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-01-01,2023-12-01
"BorutaRF","FeatureSelection+Tree",12,0.00150862545672068,0.00125154088561601,5,4,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-01-01,2023-12-01
"ElasticNet","Regularization",12,0.00151347603188237,0.00126872554362262,6,5,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-01-01,2023-12-01
"LASSO","Regularization",12,0.001516365003257,0.00127265319327413,7,6,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-01-01,2023-12-01
"Ensemble_Mean","Ensemble",12,0.00153547415433037,0.00131586420604656,8,9,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-01-01,2023-12-01
"Ensemble_InvRMSE","Ensemble",12,0.00154088869896914,0.00131735462784674,9,10,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-01-01,2023-12-01
"XGBoost","Boosting",12,0.00158089694464792,0.00127687017554871,10,7,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-01-01,2023-12-01
"AR(4)","Baseline",12,0.00159087152039046,0.00136687544818306,11,11,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-01-01,2023-12-01
"RW","Baseline",12,0.00247012309330518,0.0019538553835267,12,12,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-01-01,2023-12-01
"LASSO","Regularization",12,0.00136035967131475,0.00120160897378275,1,3,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-02-01,2024-01-01
"ElasticNet","Regularization",12,0.00136732628714216,0.00120192251521728,2,4,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-02-01,2024-01-01
"Ridge","Regularization",12,0.00137165016579132,0.00118608922967513,3,2,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-02-01,2024-01-01
"Ensemble_Median","Ensemble",12,0.00138695677211877,0.0012257370574082,4,6,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-02-01,2024-01-01
"Factor","Factor",12,0.00140024542452358,0.00118145273233738,5,1,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-02-01,2024-01-01
"RandomForest","Tree",12,0.00141755140146224,0.00123254327696153,6,7,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-02-01,2024-01-01
"Ensemble_Mean","Ensemble",12,0.00142486009285835,0.00126471264992543,7,9,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-02-01,2024-01-01
"Ensemble_InvRMSE","Ensemble",12,0.00142512768814749,0.00126391381931283,8,8,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-02-01,2024-01-01
"XGBoost","Boosting",12,0.00144894672196331,0.00121713963494378,9,5,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-02-01,2024-01-01
"AR(4)","Baseline",12,0.00147386831684745,0.00130948501351351,10,11,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-02-01,2024-01-01
"BorutaRF","FeatureSelection+Tree",12,0.00156423765067148,0.00128571855386914,11,10,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-02-01,2024-01-01
"RW","Baseline",12,0.00216990526335836,0.00179787197115089,12,12,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-02-01,2024-01-01
"LASSO","Regularization",12,0.00134711942568401,0.00118504248844021,1,2,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-03-01,2024-02-01
"ElasticNet","Regularization",12,0.00135867654879555,0.00119098624602822,2,3,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-03-01,2024-02-01
"Ridge","Regularization",12,0.00137615102676481,0.00119157065816211,3,4,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-03-01,2024-02-01
"Factor","Factor",12,0.00139378005646521,0.00117393851729674,4,1,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-03-01,2024-02-01
"Ensemble_Median","Ensemble",12,0.00139386349946973,0.00123582572278133,5,6,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-03-01,2024-02-01
"RandomForest","Tree",12,0.00141517455157686,0.00122860966153248,6,5,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-03-01,2024-02-01
"Ensemble_Mean","Ensemble",12,0.00142919753793156,0.00127199216819122,7,8,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-03-01,2024-02-01
"Ensemble_InvRMSE","Ensemble",12,0.00143054009738459,0.00127326325192457,8,9,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-03-01,2024-02-01
"XGBoost","Boosting",12,0.00147154433380457,0.00124782279186064,9,7,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-03-01,2024-02-01
"AR(4)","Baseline",12,0.00149552718779636,0.00134080746518969,10,11,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-03-01,2024-02-01
"BorutaRF","FeatureSelection+Tree",12,0.00156819727558276,0.00130622273326787,11,10,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-03-01,2024-02-01
"RW","Baseline",12,0.00216940064354445,0.00178444167456308,12,12,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-03-01,2024-02-01
"BorutaRF","FeatureSelection+Tree",12,0.00139729685633716,0.00115696287482093,1,1,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-04-01,2024-03-01
"RandomForest","Tree",12,0.00140842254193356,0.00122183841407313,2,2,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-04-01,2024-03-01
"LASSO","Regularization",12,0.00141174725804362,0.0012721978213456,3,5,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-04-01,2024-03-01
"ElasticNet","Regularization",12,0.00142383746016144,0.00127739110098522,4,6,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-04-01,2024-03-01
"Ensemble_InvRMSE","Ensemble",12,0.00143527990600503,0.00127892752256389,5,7,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-04-01,2024-03-01
"Ensemble_Mean","Ensemble",12,0.00143835126966195,0.00128313660895581,6,8,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-04-01,2024-03-01
"Ridge","Regularization",12,0.00143934129982815,0.00126627794595701,7,4,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-04-01,2024-03-01
"Ensemble_Median","Ensemble",12,0.00144134669280154,0.00129661872002762,8,9,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-04-01,2024-03-01
"Factor","Factor",12,0.00144794709742229,0.00126524546025897,9,3,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-04-01,2024-03-01
"AR(4)","Baseline",12,0.00150050605163683,0.00134575053450946,10,10,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-04-01,2024-03-01
"XGBoost","Boosting",12,0.00152952332288269,0.00134709787511385,11,11,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-04-01,2024-03-01
"RW","Baseline",12,0.00208096914037367,0.00161735554744643,12,12,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-04-01,2024-03-01
"LASSO","Regularization",12,0.00135737725094152,0.00119613473699517,1,3,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-05-01,2024-04-01
"ElasticNet","Regularization",12,0.00136501994454677,0.0011977427759671,2,4,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-05-01,2024-04-01
"RandomForest","Tree",12,0.00138105843581873,0.00116619807379109,3,1,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-05-01,2024-04-01
"Ensemble_Median","Ensemble",12,0.00138942293275382,0.00122378803706416,4,7,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-05-01,2024-04-01
"Factor","Factor",12,0.00139204934976317,0.00118841321229232,5,2,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-05-01,2024-04-01
"Ridge","Regularization",12,0.00139542550177493,0.00120184424977662,6,6,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-05-01,2024-04-01
"BorutaRF","FeatureSelection+Tree",12,0.00140486348521433,0.00119803123384166,7,5,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-05-01,2024-04-01
"Ensemble_InvRMSE","Ensemble",12,0.00142021798570132,0.00125035427291854,8,8,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-05-01,2024-04-01
"Ensemble_Mean","Ensemble",12,0.00142043589654774,0.00125092624917315,9,9,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-05-01,2024-04-01
"AR(4)","Baseline",12,0.00144530279573107,0.00127490728805544,10,11,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-05-01,2024-04-01
"XGBoost","Boosting",12,0.00146217413664809,0.00126256337502147,11,10,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-05-01,2024-04-01
"RW","Baseline",12,0.00212537778994251,0.00167696863431951,12,12,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-05-01,2024-04-01
"LASSO","Regularization",12,0.00145061478787492,0.00130177255642077,1,4,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-06-01,2024-05-01
"Factor","Factor",12,0.00146107004192479,0.00130123335863017,2,3,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-06-01,2024-05-01
"ElasticNet","Regularization",12,0.00146144273421096,0.00131458754004407,3,6,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-06-01,2024-05-01
"Ensemble_Median","Ensemble",12,0.00146825189771526,0.00132781125838008,4,7,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-06-01,2024-05-01
"Ridge","Regularization",12,0.00147393347206922,0.00130586747109255,5,5,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-06-01,2024-05-01
"RandomForest","Tree",12,0.00147974045954949,0.00129298674525922,6,2,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-06-01,2024-05-01
"Ensemble_Mean","Ensemble",12,0.00148578294205927,0.001341429145408,7,9,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-06-01,2024-05-01
"Ensemble_InvRMSE","Ensemble",12,0.00148594895790516,0.00134029030272369,8,8,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-06-01,2024-05-01
"BorutaRF","FeatureSelection+Tree",12,0.00150052335011281,0.00128295635354552,9,1,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-06-01,2024-05-01
"AR(4)","Baseline",12,0.00151258443422518,0.00137548853505859,10,10,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-06-01,2024-05-01
"XGBoost","Boosting",12,0.00154257488553826,0.00140115314971171,11,11,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-06-01,2024-05-01
"RW","Baseline",12,0.00210852306532184,0.00160128393641138,12,12,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-06-01,2024-05-01
"Factor","Factor",12,0.00144213182341259,0.00124696788485891,1,1,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-07-01,2024-06-01
"LASSO","Regularization",12,0.00144839618067515,0.00129389609436305,2,5,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-07-01,2024-06-01
"Ensemble_Median","Ensemble",12,0.0014522679895057,0.00128864929505682,3,4,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-07-01,2024-06-01
"ElasticNet","Regularization",12,0.0014575027650572,0.00130156803909749,4,9,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-07-01,2024-06-01
"RandomForest","Tree",12,0.00146913590575218,0.00127052894047078,5,2,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-07-01,2024-06-01
"Ensemble_InvRMSE","Ensemble",12,0.0014704547575685,0.00130011398174932,6,6,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-07-01,2024-06-01
"Ensemble_Mean","Ensemble",12,0.0014705377000924,0.00130123272519904,7,8,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-07-01,2024-06-01
"Ridge","Regularization",12,0.00147236145605581,0.00130060760926128,8,7,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-07-01,2024-06-01
"AR(4)","Baseline",12,0.0014969827009422,0.00132563698736377,9,11,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-07-01,2024-06-01
"BorutaRF","FeatureSelection+Tree",12,0.00150071699781418,0.00128329469102438,10,3,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-07-01,2024-06-01
"XGBoost","Boosting",12,0.0015050446710962,0.00131450218433341,11,10,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-07-01,2024-06-01
"RW","Baseline",12,0.00207551321242054,0.00150750042211145,12,12,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-07-01,2024-06-01
"LASSO","Regularization",12,0.00142714207291646,0.00124378134161602,1,3,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-08-01,2024-07-01
"Factor","Factor",12,0.00143217047259216,0.0012248361892139,2,1,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-08-01,2024-07-01
"Ensemble_Median","Ensemble",12,0.00143650309215274,0.00125645295125273,3,6,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-08-01,2024-07-01
"ElasticNet","Regularization",12,0.00143691894883968,0.00125232826620707,4,5,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-08-01,2024-07-01
"Ensemble_Mean","Ensemble",12,0.00144507457474939,0.00126251289039617,5,8,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-08-01,2024-07-01
"Ensemble_InvRMSE","Ensemble",12,0.0014452242245793,0.00126172284074278,6,7,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-08-01,2024-07-01
"Ridge","Regularization",12,0.00144685491863283,0.0012421100279512,7,2,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-08-01,2024-07-01
"AR(4)","Baseline",12,0.0014614986089101,0.00124719176724569,8,4,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-08-01,2024-07-01
"RandomForest","Tree",12,0.00146895027067509,0.00127004456036526,9,9,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-08-01,2024-07-01
"BorutaRF","FeatureSelection+Tree",12,0.00150120391054108,0.00128432432658383,10,10,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-08-01,2024-07-01
"XGBoost","Boosting",12,0.00150590513407043,0.00131685892490307,11,11,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-08-01,2024-07-01
"RW","Baseline",12,0.00190560510351736,0.00141454893557265,12,12,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-08-01,2024-07-01
"LASSO","Regularization",12,0.00140792418603954,0.00121098501893078,1,2,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-09-01,2024-08-01
"ElasticNet","Regularization",12,0.00141477888342931,0.00121453132902646,2,3,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-09-01,2024-08-01
"Ensemble_Median","Ensemble",12,0.00142414998614025,0.00123354520785319,3,7,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-09-01,2024-08-01
"Factor","Factor",12,0.00142668728510883,0.00121511156546687,4,4,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-09-01,2024-08-01
"Ridge","Regularization",12,0.00142868413975203,0.00120353886514697,5,1,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-09-01,2024-08-01
"Ensemble_Mean","Ensemble",12,0.00144096910212939,0.00125532687432872,6,9,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-09-01,2024-08-01
"Ensemble_InvRMSE","Ensemble",12,0.00144165152875304,0.00125546983803155,7,10,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-09-01,2024-08-01
"RandomForest","Tree",12,0.00144839356071096,0.00123068464418605,8,6,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-09-01,2024-08-01
"AR(4)","Baseline",12,0.00145214787497544,0.00122907884417757,9,5,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-09-01,2024-08-01
"XGBoost","Boosting",12,0.00146492745828559,0.00125085229077608,10,8,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-09-01,2024-08-01
"BorutaRF","FeatureSelection+Tree",12,0.00152259882054574,0.00131951928354531,11,11,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-09-01,2024-08-01
"RW","Baseline",12,0.00197287488832474,0.00155704835379552,12,12,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-09-01,2024-08-01
"Ridge","Regularization",12,0.00132740906809832,0.00108590595645927,1,2,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-10-01,2024-09-01
"Ensemble_Median","Ensemble",12,0.00132841013361779,0.00110599059623336,2,5,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-10-01,2024-09-01
"Factor","Factor",12,0.00132915398803944,0.00107296635939758,3,1,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-10-01,2024-09-01
"LASSO","Regularization",12,0.00133614216702454,0.0011081112618648,4,6,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-10-01,2024-09-01
"ElasticNet","Regularization",12,0.00133656579129733,0.00110575989679456,5,4,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-10-01,2024-09-01
"AR(4)","Baseline",12,0.00134144935177201,0.00108757832359041,6,3,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-10-01,2024-09-01
"Ensemble_Mean","Ensemble",12,0.0013458370325785,0.00111422701742234,7,7,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-10-01,2024-09-01
"Ensemble_InvRMSE","Ensemble",12,0.00134735827066413,0.00111471235083968,8,8,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-10-01,2024-09-01
"XGBoost","Boosting",12,0.00135380935983326,0.00112012359459028,9,10,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-10-01,2024-09-01
"RandomForest","Tree",12,0.00137538046673309,0.00112003028896404,10,9,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-10-01,2024-09-01
"BorutaRF","FeatureSelection+Tree",12,0.00147129229117662,0.00120853475787166,11,11,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-10-01,2024-09-01
"RW","Baseline",12,0.00190014509526015,0.00147998631022543,12,12,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-10-01,2024-09-01
"AR(4)","Baseline",12,0.00125885452414311,0.000986308622552901,1,1,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-11-01,2024-10-01
"Ensemble_Mean","Ensemble",12,0.00127180989794576,0.00102633444968247,2,4,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-11-01,2024-10-01
"Ensemble_InvRMSE","Ensemble",12,0.00127240217635775,0.0010255803703781,3,3,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-11-01,2024-10-01
"Ensemble_Median","Ensemble",12,0.00127487191276416,0.00104011579241701,4,6,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-11-01,2024-10-01
"Factor","Factor",12,0.0012827177753388,0.00101348470621955,5,2,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-11-01,2024-10-01
"LASSO","Regularization",12,0.00128484330905244,0.00104834771539792,6,8,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-11-01,2024-10-01
"ElasticNet","Regularization",12,0.00128839988619624,0.00104891227643001,7,9,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-11-01,2024-10-01
"Ridge","Regularization",12,0.00129654143517593,0.0010471841919145,8,7,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-11-01,2024-10-01
"XGBoost","Boosting",12,0.00131254276865233,0.00106905791296219,9,10,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-11-01,2024-10-01
"RandomForest","Tree",12,0.00131835961387111,0.00103554595801893,10,5,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-11-01,2024-10-01
"BorutaRF","FeatureSelection+Tree",12,0.00139107013914617,0.00109573573136589,11,11,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-11-01,2024-10-01
"RW","Baseline",12,0.00170475180674846,0.0012533865252374,12,12,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-11-01,2024-10-01
"Ensemble_InvRMSE","Ensemble",12,0.00114873115955712,0.000904170181056177,1,3,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-12-01,2024-11-01
"Ensemble_Mean","Ensemble",12,0.00114990707754043,0.000905635177472057,2,4,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-12-01,2024-11-01
"AR(4)","Baseline",12,0.00115291443553569,0.000883992502967085,3,1,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-12-01,2024-11-01
"RandomForest","Tree",12,0.00116408898887158,0.000911816329232215,4,5,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,12,2023-12-01,2024-11-01
