"track","track_label","horizon","loss","model","model_family","n_evaluation","mean_loss","loss_rank","in_mcs","mcs_rank","mcs_stage_p_value","mcs_p_value","mcs_statistic_value","mcs_detail_status","mcs_output_format","mcs_statistic","alpha","confidence_level","bootstrap_samples","block_length","mcs_package_version","mcs_object_class","mcs_status","status_message"
"cumulative_level","Consumer Price Index: All Items [CPIAUCSL] cumulative transformed change / reconstructed level",3,"SE","RW","Baseline",84,10.4703232261905,12,FALSE,,0.0028,0.0028,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,3,"0.2.0","SSM","ok",
"cumulative_level","Consumer Price Index: All Items [CPIAUCSL] cumulative transformed change / reconstructed level",3,"AE","BorutaRF","FeatureSelection+Tree",84,1.30553957064652,1,TRUE,,1,1,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,3,"0.2.0","SSM","ok",
"cumulative_level","Consumer Price Index: All Items [CPIAUCSL] cumulative transformed change / reconstructed level",3,"AE","AR(4)","Baseline",84,1.45412587826587,2,TRUE,,0.1518,0.5118,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,3,"0.2.0","SSM","ok",
"cumulative_level","Consumer Price Index: All Items [CPIAUCSL] cumulative transformed change / reconstructed level",3,"AE","RandomForest","Tree",84,1.47860332351423,3,TRUE,,0.2922,0.5118,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,3,"0.2.0","SSM","ok",
"cumulative_level","Consumer Price Index: All Items [CPIAUCSL] cumulative transformed change / reconstructed level",3,"AE","Ensemble_Median","Ensemble",84,1.51126148577995,4,TRUE,,0.4094,0.5118,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,3,"0.2.0","SSM","ok",
"cumulative_level","Consumer Price Index: All Items [CPIAUCSL] cumulative transformed change / reconstructed level",3,"AE","Ensemble_InvRMSE","Ensemble",84,1.52297571504315,5,TRUE,,0.1888,0.5118,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,3,"0.2.0","SSM","ok",
"cumulative_level","Consumer Price Index: All Items [CPIAUCSL] cumulative transformed change / reconstructed level",3,"AE","Ensemble_Mean","Ensemble",84,1.53266087770282,6,TRUE,,0.194,0.5118,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,3,"0.2.0","SSM","ok",
"cumulative_level","Consumer Price Index: All Items [CPIAUCSL] cumulative transformed change / reconstructed level",3,"AE","ElasticNet","Regularization",84,1.56267507899631,7,TRUE,,0.5118,0.5118,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,3,"0.2.0","SSM","ok",
"cumulative_level","Consumer Price Index: All Items [CPIAUCSL] cumulative transformed change / reconstructed level",3,"AE","LASSO","Regularization",84,1.56432333842216,8,TRUE,,0.5004,0.5004,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,3,"0.2.0","SSM","ok",
"cumulative_level","Consumer Price Index: All Items [CPIAUCSL] cumulative transformed change / reconstructed level",3,"AE","XGBoost","Boosting",84,1.5710017107082,9,TRUE,,0.4276,0.4276,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,3,"0.2.0","SSM","ok",
"cumulative_level","Consumer Price Index: All Items [CPIAUCSL] cumulative transformed change / reconstructed level",3,"AE","Ridge","Regularization",84,1.63360641750377,10,TRUE,,0.3768,0.4276,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,3,"0.2.0","SSM","ok",
"cumulative_level","Consumer Price Index: All Items [CPIAUCSL] cumulative transformed change / reconstructed level",3,"AE","Factor","Factor",84,1.63725810049573,11,TRUE,,0.4782,0.5118,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,3,"0.2.0","SSM","ok",
"cumulative_level","Consumer Price Index: All Items [CPIAUCSL] cumulative transformed change / reconstructed level",3,"AE","RW","Baseline",84,2.76665476190476,12,FALSE,,0,0,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,3,"0.2.0","SSM","ok",
"cumulative_level","Consumer Price Index: All Items [CPIAUCSL] cumulative transformed change / reconstructed level",6,"SE","BorutaRF","FeatureSelection+Tree",87,9.81776033153517,1,TRUE,,1,1,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,8,"0.2.0","SSM","ok",
"cumulative_level","Consumer Price Index: All Items [CPIAUCSL] cumulative transformed change / reconstructed level",6,"SE","RandomForest","Tree",87,12.0973053741783,2,TRUE,,0.371,0.424,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,8,"0.2.0","SSM","ok",
